,sample,population,percentage,count,total_count
4003,sample04003,cd8_t_cell,0.25291319109695265,24135,95428
4003,sample04003,monocyte,0.1546191893364631,14755,95428
4003,sample04003,nk_cell,0.1288301127551662,12294,95428
4004,sample04004,b_cell,0.10569114265825721,10021,94814
4004,sample04004,cd4_t_cell,0.3325141856687831,31527,94814
4004,sample04004,cd8_t_cell,0.28443056932520516,26968,94814
4004,sample04004,monocyte,0.18075389710380324,17138,94814
4004,sample04004,nk_cell,0.09661020524395132,9160,94814
4005,sample04005,b_cell,0.07410381534786996,7198,97134
4005,sample04005,cd4_t_cell,0.43246443058043527,42007,97134
4005,sample04005,cd8_t_cell,0.20005353429283257,19432,97134
4005,sample04005,monocyte,0.141320238021702,13727,97134
4005,sample04005,nk_cell,0.1520579817571602,14770,97134
4006,sample04006,b_cell,0.11547418812265493,10710,92748
4006,sample04006,cd4_t_cell,0.3241471514210549,30064,92748
4006,sample04006,cd8_t_cell,0.17712511320998836,16428,92748
4006,sample04006,monocyte,0.1448009660585673,13430,92748
4006,sample04006,nk_cell,0.23845258118773452,22116,92748
4007,sample04007,b_cell,0.1540221084366177,16093,104485
4007,sample04007,cd4_t_cell,0.2648609848303584,27674,104485
4007,sample04007,cd8_t_cell,0.15610853232521416,16311,104485
4007,sample04007,monocyte,0.29010862803273196,30312,104485
4007,sample04007,nk_cell,0.13489974637507776,14095,104485
4008,sample04008,b_cell,0.08326350047746185,8545,102626
4008,sample04008,cd4_t_cell,0.3428468419308947,35185,102626
4008,sample04008,cd8_t_cell,0.253902519829283,26057,102626
4008,sample04008,monocyte,0.19697737415469763,20215,102626
4008,sample04008,nk_cell,0.12300976360766278,12624,102626
4009,sample04009,b_cell,0.0939539809377106,9759,103870
4009,sample04009,cd4_t_cell,0.3198036006546645,33218,103870
4009,sample04009,cd8_t_cell,0.21007990757677866,21821,103870
4009,sample04009,monocyte,0.21640512178684895,22478,103870
4009,sample04009,nk_cell,0.1597573890439973,16594,103870
4010,sample04010,b_cell,0.14025946177763482,13082,93270
4010,sample04010,cd4_t_cell,0.30365605232121795,28322,93270
4010,sample04010,cd8_t_cell,0.2585075587005468,24111,93270
4010,sample04010,monocyte,0.15369357778492548,14335,93270
4010,sample04010,nk_cell,0.14388334941567493,13420,93270
4011,sample04011,b_cell,0.08391779119318182,7562,90112
4011,sample04011,cd4_t_cell,0.31688343394886365,28555,90112
4011,sample04011,cd8_t_cell,0.21226917613636365,19128,90112
4011,sample04011,monocyte,0.22784978693181818,20532,90112
4011,sample04011,nk_cell,0.15907981178977273,14335,90112
4012,sample04012,b_cell,0.13997689412290837,15024,107332
4012,sample04012,cd4_t_cell,0.28750978273022026,30859,107332
4012,sample04012,cd8_t_cell,0.24040360749822978,25803,107332
4012,sample04012,monocyte,0.18316997726679835,19660,107332
4012,sample04012,nk_cell,0.14893973838184324,15986,107332
4013,sample04013,b_cell,0.06364773820981713,6613,103900
4013,sample04013,cd4_t_cell,0.2643310875842156,27464,103900
4013,sample04013,cd8_t_cell,0.2628585178055823,27311,103900
4013,sample04013,monocyte,0.2536573628488932,26355,103900
4013,sample04013,nk_cell,0.1555052935514918,16157,103900
4014,sample04014,b_cell,0.07421283888493865,8141,109698
4014,sample04014,cd4_t_cell,0.26499115754161423,29069,109698
4014,sample04014,cd8_t_cell,0.3825685062626484,41967,109698
4014,sample04014,monocyte,0.14020310306477785,15380,109698
4014,sample04014,nk_cell,0.1380243942460209,15141,109698
4015,sample04015,b_cell,0.08830326413615941,8903,100823
4015,sample04015,cd4_t_cell,0.26315424059986314,26532,100823
4015,sample04015,cd8_t_cell,0.25626097219880384,25837,100823
4015,sample04015,monocyte,0.23392479890501175,23585,100823
4015,sample04015,nk_cell,0.15835672416016186,15966,100823
4016,sample04016,b_cell,0.1628581954765606,18124,111287
4016,sample04016,cd4_t_cell,0.24650677976762783,27433,111287
4016,sample04016,cd8_t_cell,0.3069630774483992,34161,111287
4016,sample04016,monocyte,0.09264334558394062,10310,111287
4016,sample04016,nk_cell,0.19102860172347175,21259,111287
4017,sample04017,b_cell,0.1237779112052656,10926,88271
4017,sample04017,cd4_t_cell,0.3372795142232443,29772,88271
4017,sample04017,cd8_t_cell,0.2520873219970319,22252,88271
4017,sample04017,monocyte,0.18291398080909926,16146,88271
4017,sample04017,nk_cell,0.10394127176535894,9175,88271
4018,sample04018,b_cell,0.10969079288305407,9525,86835
4018,sample04018,cd4_t_cell,0.2210859676397766,19198,86835
4018,sample04018,cd8_t_cell,0.30127252835838086,26161,86835
4018,sample04018,monocyte,0.21273679967754938,18473,86835
4018,sample04018,nk_cell,0.15521391144123914,13478,86835
4019,sample04019,b_cell,0.06787803035249564,7277,107207
4019,sample04019,cd4_t_cell,0.20901620230022294,22408,107207
4019,sample04019,cd8_t_cell,0.2257128732265617,24198,107207
4019,sample04019,monocyte,0.24761442816234014,26546,107207
4019,sample04019,nk_cell,0.24977846595837958,26778,107207
4020,sample04020,b_cell,0.05763642234420407,5355,92910
4020,sample04020,cd4_t_cell,0.27337208050801853,25399,92910
4020,sample04020,cd8_t_cell,0.22071897535249166,20507,92910
4020,sample04020,monocyte,0.2649230438058336,24614,92910
4020,sample04020,nk_cell,0.18334947798945217,17035,92910
4021,sample04021,b_cell,0.16608734258086172,15338,92349
4021,sample04021,cd4_t_cell,0.3127158929712287,28879,92349
4021,sample04021,cd8_t_cell,0.18504802434244008,17089,92349
4021,sample04021,monocyte,0.22386815233516336,20674,92349
4021,sample04021,nk_cell,0.11228058777030613,10369,92349
4022,sample04022,b_cell,0.07069612178534086,7370,104249
4022,sample04022,cd4_t_cell,0.310746386056461,32395,104249
4022,sample04022,cd8_t_cell,0.26596897811969417,27727,104249
4022,sample04022,monocyte,0.16760832238198928,17473,104249
4022,sample04022,nk_cell,0.1849801916565147,19284,104249
4023,sample04023,b_cell,0.038160627412303576,4024,105449
4023,sample04023,cd4_t_cell,0.333677891682235,35186,105449
4023,sample04023,cd8_t_cell,0.26597691775170934,28047,105449
4023,sample04023,monocyte,0.20439264478563096,21553,105449
4023,sample04023,nk_cell,0.1577919183681211,16639,105449
4024,sample04024,b_cell,0.08697934896744837,8449,97138
4024,sample04024,cd4_t_cell,0.2810228746731454,27298,97138
4024,sample04024,cd8_t_cell,0.25311412629455005,24587,97138
4024,sample04024,monocyte,0.18144289567419547,17625,97138
4024,sample04024,nk_cell,0.19744075439066072,19179,97138
4025,sample04025,b_cell,0.13088293543624643,14539,111084
4025,sample04025,cd4_t_cell,0.37396924849663316,41542,111084
4025,sample04025,cd8_t_cell,0.24223110438947104,26908,111084
4025,sample04025,monocyte,0.12865039069532966,14291,111084
4025,sample04025,nk_cell,0.12426632098231968,13804,111084
4026,sample04026,b_cell,0.06025252156117527,6595,109456
4026,sample04026,cd4_t_cell,0.4249287384885251,46511,109456
4026,sample04026,cd8_t_cell,0.21702784680602252,23755,109456
4026,sample04026,monocyte,0.2024375091360912,22158,109456
4026,sample04026,nk_cell,0.09535338400818594,10437,109456
4027,sample04027,b_cell,0.11054888921015854,11470,103755
4027,sample04027,cd4_t_cell,0.35893209965784784,37241,103755
4027,sample04027,cd8_t_cell,0.22136764493277433,22968,103755
4027,sample04027,monocyte,0.1583634523637415,16431,103755
4027,sample04027,nk_cell,0.15078791383547782,15645,103755
4028,sample04028,b_cell,0.07246251566348356,6708,92572
4028,sample04028,cd4_t_cell,0.24729939938642354,22893,92572
4028,sample04028,cd8_t_cell,0.3900423454176209,36107,92572
4028,sample04028,monocyte,0.1859849630557836,17217,92572
4028,sample04028,nk_cell,0.10421077647668842,9647,92572
4029,sample04029,b_cell,0.14462602069755245,13514,93441
4029,sample04029,cd4_t_cell,0.25052171958776126,23409,93441
4029,sample04029,cd8_t_cell,0.22047067133271261,20601,93441
4029,sample04029,monocyte,0.13821555848075257,12915,93441
4029,sample04029,nk_cell,0.24616602990122108,23002,93441
4030,sample04030,b_cell,0.09583714306733508,9119,95151
4030,sample04030,cd4_t_cell,0.28194133535117866,26827,95151
4030,sample04030,cd8_t_cell,0.2631606604239577,25040,95151
4030,sample04030,monocyte,0.22511586846170822,21420,95151
4030,sample04030,nk_cell,0.13394499269582033,12745,95151
4031,sample04031,b_cell,0.12526459026307832,13256,105824
4031,sample04031,cd4_t_cell,0.2509733141820381,26559,105824
4031,sample04031,cd8_t_cell,0.25957249773208346,27469,105824
4031,sample04031,monocyte,0.16550120955548836,17514,105824
4031,sample04031,nk_cell,0.19868838826731175,21026,105824
4032,sample04032,b_cell,0.0748611571618037,7225,96512
4032,sample04032,cd4_t_cell,0.2625165782493369,25336,96512
4032,sample04032,cd8_t_cell,0.28484540782493367,27491,96512
4032,sample04032,monocyte,0.21319628647214853,20576,96512
4032,sample04032,nk_cell,0.1645805702917772,15884,96512
4033,sample04033,b_cell,0.17134866082009956,18073,105475
4033,sample04033,cd4_t_cell,0.290770324721498,30669,105475
4033,sample04033,cd8_t_cell,0.21526428063522163,22705,105475
4033,sample04033,monocyte,0.16973690447973452,17903,105475
4033,sample04033,nk_cell,0.15287982934344632,16125,105475
4034,sample04034,b_cell,0.08841801641890393,8767,99154
4034,sample04034,cd4_t_cell,0.3085200798757488,30591,99154
4034,sample04034,cd8_t_cell,0.20895778284285052,20719,99154
4034,sample04034,monocyte,0.22794844383484278,22602,99154
4034,sample04034,nk_cell,0.16615567702765396,16475,99154
4035,sample04035,b_cell,0.05819759351723009,6399,109953
4035,sample04035,cd4_t_cell,0.19116349713059216,21019,109953
4035,sample04035,cd8_t_cell,0.3939774267186889,43319,109953
4035,sample04035,monocyte,0.2318717997689922,25495,109953
4035,sample04035,nk_cell,0.12478968286449665,13721,109953
4036,sample04036,b_cell,0.12733809500982696,13282,104305
4036,sample04036,cd4_t_cell,0.3028905613345477,31593,104305
4036,sample04036,cd8_t_cell,0.23891472125017976,24920,104305
4036,sample04036,monocyte,0.1468194238051867,15314,104305
4036,sample04036,nk_cell,0.18403719860025886,19196,104305
4037,sample04037,b_cell,0.14378831543096673,13721,95425
4037,sample04037,cd4_t_cell,0.3209641079381713,30628,95425
4037,sample04037,cd8_t_cell,0.2271941315168981,21680,95425
4037,sample04037,monocyte,0.15612260937909353,14898,95425
4037,sample04037,nk_cell,0.15193083573487032,14498,95425
4038,sample04038,b_cell,0.09002789126335638,9167,101824
4038,sample04038,cd4_t_cell,0.2844810653676933,28967,101824
4038,sample04038,cd8_t_cell,0.2833222030169705,28849,101824
4038,sample04038,monocyte,0.20471598051539913,20845,101824
4038,sample04038,nk_cell,0.13745285983658076,13996,101824
4039,sample04039,b_cell,0.09541449234402916,9453,99073
4039,sample04039,cd4_t_cell,0.33976966479262766,33662,99073
4039,sample04039,cd8_t_cell,0.22662077458035992,22452,99073
4039,sample04039,monocyte,0.21257052880199448,21060,99073
4039,sample04039,nk_cell,0.12562453948098876,12446,99073
4040,sample04040,b_cell,0.06688544742127735,6094,91111
4040,sample04040,cd4_t_cell,0.3244833225406372,29564,91111
4040,sample04040,cd8_t_cell,0.24136492849381525,21991,91111
4040,sample04040,monocyte,0.1859819341243099,16945,91111
4040,sample04040,nk_cell,0.18128436741996026,16517,91111
4041,sample04041,b_cell,0.06768202219759996,7208,106498
4041,sample04041,cd4_t_cell,0.30005258314710137,31955,106498
4041,sample04041,cd8_t_cell,0.2667092339762249,28404,106498
4041,sample04041,monocyte,0.16591860880016526,17670,106498
4041,sample04041,nk_cell,0.19963755187890853,21261,106498
4042,sample04042,b_cell,0.08689308332298522,8397,96636
4042,sample04042,cd4_t_cell,0.3393455854960884,32793,96636
4042,sample04042,cd8_t_cell,0.2165238627426632,20924,96636
4042,sample04042,monocyte,0.2103563889233826,20328,96636
4042,sample04042,nk_cell,0.14688107951488058,14194,96636
4043,sample04043,b_cell,0.06256499133448873,6137,98090
4043,sample04043,cd4_t_cell,0.2879498419818534,28245,98090
4043,sample04043,cd8_t_cell,0.28463655826281986,27920,98090
4043,sample04043,monocyte,0.21691303904577428,21277,98090
4043,sample04043,nk_cell,0.14793556937506372,14511,98090
4044,sample04044,b_cell,0.0845523404022038,9254,109447
4044,sample04044,cd4_t_cell,0.3035990022568001,33228,109447
4044,sample04044,cd8_t_cell,0.2743611062888887,30028,109447
4044,sample04044,monocyte,0.22041718822809214,24124,109447
4044,sample04044,nk_cell,0.11707036282401527,12813,109447
4045,sample04045,b_cell,0.14909436310635094,13656,91593
4045,sample04045,cd4_t_cell,0.29070998875459914,26627,91593
4045,sample04045,cd8_t_cell,0.22496260631270948,20605,91593
4045,sample04045,monocyte,0.20192591136877272,18495,91593
4045,sample04045,nk_cell,0.13330713045756773,12210,91593
4046,sample04046,b_cell,0.12462524063496071,11847,95061
4046,sample04046,cd4_t_cell,0.3265271772861636,31040,95061
4046,sample04046,cd8_t_cell,0.2046685812267912,19456,95061
4046,sample04046,monocyte,0.1918873144612407,18241,95061
4046,sample04046,nk_cell,0.15229168639084378,14477,95061
4047,sample04047,b_cell,0.07272933032809302,7712,106037
4047,sample04047,cd4_t_cell,0.2443015173948716,25905,106037
4047,sample04047,cd8_t_cell,0.24399973594122806,25873,106037
4047,sample04047,monocyte,0.24615935946886464,26102,106037
4047,sample04047,nk_cell,0.19281005686694266,20445,106037
4048,sample04048,b_cell,0.05223375337260886,5169,98959
4048,sample04048,cd4_t_cell,0.33897876898513524,33545,98959
4048,sample04048,cd8_t_cell,0.3006093432633717,29748,98959
4048,sample04048,monocyte,0.20328620944027326,20117,98959
4048,sample04048,nk_cell,0.10489192493861094,10380,98959
4049,sample04049,b_cell,0.09874394514458261,9418,95378
4049,sample04049,cd4_t_cell,0.3215311707102267,30667,95378
4049,sample04049,cd8_t_cell,0.2836922560758246,27058,95378
4049,sample04049,monocyte,0.1681834385288012,16041,95378
4049,sample04049,nk_cell,0.1278491895405649,12194,95378
4050,sample04050,b_cell,0.057753524329240566,5080,87960
4050,sample04050,cd4_t_cell,0.36808776716689406,32377,87960
4050,sample04050,cd8_t_cell,0.26909959072305595,23670,87960
4050,sample04050,monocyte,0.15410413824465666,13555,87960
4050,sample04050,nk_cell,0.1509549795361528,13278,87960
4051,sample04051,b_cell,0.06965298893451616,6666,95703
4051,sample04051,cd4_t_cell,0.38616344315225226,36957,95703
4051,sample04051,cd8_t_cell,0.21552093455795535,20626,95703
4051,sample04051,monocyte,0.22385923116307743,21424,95703
4051,sample04051,nk_cell,0.10480340219219879,10030,95703
4052,sample04052,b_cell,0.09528771066736845,8871,93097
4052,sample04052,cd4_t_cell,0.37517857718293823,34928,93097
4052,sample04052,cd8_t_cell,0.24533551027423012,22840,93097
4052,sample04052,monocyte,0.15958623800981772,14857,93097
4052,sample04052,nk_cell,0.1246119638656455,11601,93097
4053,sample04053,b_cell,0.09078642251719175,9083,100048
4053,sample04053,cd4_t_cell,0.24199384295538143,24211,100048
4053,sample04053,cd8_t_cell,0.22359267551575243,22370,100048
4053,sample04053,monocyte,0.27177954581800734,27191,100048
4053,sample04053,nk_cell,0.17184751319366703,17193,100048
4054,sample04054,b_cell,0.08695468603215149,8238,94739
4054,sample04054,cd4_t_cell,0.3442932688755423,32618,94739
4054,sample04054,cd8_t_cell,0.22458543999831115,21277,94739
4054,sample04054,monocyte,0.22517653764553142,21333,94739
4054,sample04054,nk_cell,0.11899006744846367,11273,94739
4055,sample04055,b_cell,0.10414454900586483,10104,97019
4055,sample04055,cd4_t_cell,0.2926230944454179,28390,97019
4055,sample04055,cd8_t_cell,0.2826868963811212,27426,97019
4055,sample04055,monocyte,0.2279656562116699,22117,97019
4055,sample04055,nk_cell,0.09257980395592616,8982,97019
4056,sample04056,b_cell,0.10411127207379019,11355,109066
4056,sample04056,cd4_t_cell,0.2745126803953569,29940,109066
4056,sample04056,cd8_t_cell,0.2158876276749858,23546,109066
4056,sample04056,monocyte,0.2258540700126529,24633,109066
4056,sample04056,nk_cell,0.1796343498432142,19592,109066
4057,sample04057,b_cell,0.056752411575562704,5648,99520
4057,sample04057,cd4_t_cell,0.3807676848874598,37894,99520
4057,sample04057,cd8_t_cell,0.22609525723472668,22501,99520
4057,sample04057,monocyte,0.2032757234726688,20230,99520
4057,sample04057,nk_cell,0.133108922829582,13247,99520
4058,sample04058,b_cell,0.1099536607970343,11864,107900
4058,sample04058,cd4_t_cell,0.23856348470806302,25741,107900
4058,sample04058,cd8_t_cell,0.19464318813716405,21002,107900
4058,sample04058,monocyte,0.21410565338276183,23102,107900
4058,sample04058,nk_cell,0.24273401297497682,26191,107900
4059,sample04059,b_cell,0.06311347990228737,5684,90060
4059,sample04059,cd4_t_cell,0.32214079502553855,29012,90060
4059,sample04059,cd8_t_cell,0.2979458139018432,26833,90060
4059,sample04059,monocyte,0.14541416833222295,13096,90060
4059,sample04059,nk_cell,0.17138574283810792,15435,90060
4060,sample04060,b_cell,0.06735573580533025,7266,107875
4060,sample04060,cd4_t_cell,0.33053070683661645,35656,107875
4060,sample04060,cd8_t_cell,0.22761529548088064,24554,107875
4060,sample04060,monocyte,0.22269293163383547,24023,107875
4060,sample04060,nk_cell,0.1518053302433372,16376,107875
4061,sample04061,b_cell,0.1975224017007411,19883,100662
4061,sample04061,cd4_t_cell,0.2439450835469194,24556,100662
4061,sample04061,cd8_t_cell,0.23389163736067234,23544,100662
4061,sample04061,monocyte,0.18126999264866583,18247,100662
4061,sample04061,nk_cell,0.14337088474300133,14432,100662
4062,sample04062,b_cell,0.06172027038461177,6565,106367
4062,sample04062,cd4_t_cell,0.32177273026408565,34226,106367
4062,sample04062,cd8_t_cell,0.20419867064033018,21720,106367
4062,sample04062,monocyte,0.2508954845017722,26687,106367
4062,sample04062,nk_cell,0.1614128442092002,17169,106367
4063,sample04063,b_cell,0.18371929118002417,18247,99320
4063,sample04063,cd4_t_cell,0.2909081755940395,28893,99320
4063,sample04063,cd8_t_cell,0.19181433749496576,19051,99320
4063,sample04063,monocyte,0.18997180829641563,18868,99320
4063,sample04063,nk_cell,0.14358638743455499,14261,99320
4064,sample04064,b_cell,0.09553326653968533,8677,90827
4064,sample04064,cd4_t_cell,0.36523280522311646,33173,90827
4064,sample04064,cd8_t_cell,0.21071927950939698,19139,90827
4064,sample04064,monocyte,0.16822090347583868,15279,90827
4064,sample04064,nk_cell,0.16029374525196252,14559,90827
4065,sample04065,b_cell,0.09746756065795185,10103,103655
4065,sample04065,cd4_t_cell,0.2903960252761565,30101,103655
4065,sample04065,cd8_t_cell,0.2919203125753702,30259,103655
4065,sample04065,monocyte,0.21653562298007814,22445,103655
4065,sample04065,nk_cell,0.10368047851044329,10747,103655
4066,sample04066,b_cell,0.14879396890451393,15829,106382
4066,sample04066,cd4_t_cell,0.25497734579158127,27125,106382
4066,sample04066,cd8_t_cell,0.18292568291628283,19460,106382
4066,sample04066,monocyte,0.30127277170949973,32050,106382
4066,sample04066,nk_cell,0.11203023067812223,11918,106382
4067,sample04067,b_cell,0.11150760771316662,11843,106208
4067,sample04067,cd4_t_cell,0.17393228382042783,18473,106208
4067,sample04067,cd8_t_cell,0.33740396203675804,35835,106208
4067,sample04067,monocyte,0.20149141307622778,21400,106208
4067,sample04067,nk_cell,0.1756647333534197,18657,106208
4068,sample04068,b_cell,0.1043944862745938,9747,93367
4068,sample04068,cd4_t_cell,0.284865102230981,26597,93367
4068,sample04068,cd8_t_cell,0.23017768590615528,21491,93367
4068,sample04068,monocyte,0.21955294697269914,20499,93367
4068,sample04068,nk_cell,0.1610097786155708,15033,93367
4069,sample04069,b_cell,0.09925582716831856,9083,91511
4069,sample04069,cd4_t_cell,0.3394673864344177,31065,91511
4069,sample04069,cd8_t_cell,0.29386631115385037,26892,91511
4069,sample04069,monocyte,0.16784867392991007,15360,91511
4069,sample04069,nk_cell,0.0995618013135033,9111,91511
4070,sample04070,b_cell,0.15317501588952448,15906,103842
4070,sample04070,cd4_t_cell,0.30683153252056006,31862,103842
4070,sample04070,cd8_t_cell,0.27900078966121605,28972,103842
4070,sample04070,monocyte,0.17329211686985999,17995,103842
4070,sample04070,nk_cell,0.0877005450588394,9107,103842
4071,sample04071,b_cell,0.09906515518860712,9071,91566
4071,sample04071,cd4_t_cell,0.3364349212589826,30806,91566
4071,sample04071,cd8_t_cell,0.25429744665050347,23285,91566
4071,sample04071,monocyte,0.13301880610707031,12180,91566
4071,sample04071,nk_cell,0.17718367079483652,16224,91566
4072,sample04072,b_cell,0.08811536548980607,7974,90495
4072,sample04072,cd4_t_cell,0.2754074810763026,24923,90495
4072,sample04072,cd8_t_cell,0.24236698160119344,21933,90495
4072,sample04072,monocyte,0.18547986076578815,16785,90495
4072,sample04072,nk_cell,0.20863031106690977,18880,90495
4073,sample04073,b_cell,0.05359432752508109,5684,106056
4073,sample04073,cd4_t_cell,0.20604209097080786,21852,106056
4073,sample04073,cd8_t_cell,0.2344987553745191,24870,106056
4073,sample04073,monocyte,0.22989741268763672,24382,106056
4073,sample04073,nk_cell,0.2759674134419552,29268,106056
4074,sample04074,b_cell,0.10687821788654352,11438,107019
4074,sample04074,cd4_t_cell,0.2491333314645063,26662,107019
4074,sample04074,cd8_t_cell,0.2983395471832105,31928,107019
4074,sample04074,monocyte,0.14722619347966248,15756,107019
4074,sample04074,nk_cell,0.19842270998607725,21235,107019
4075,sample04075,b_cell,0.13223896552433032,12865,97286
4075,sample04075,cd4_t_cell,0.3565877926937072,34691,97286
4075,sample04075,cd8_t_cell,0.18765289969779825,18256,97286
4075,sample04075,monocyte,0.174629443085336,16989,97286
4075,sample04075,nk_cell,0.1488908989988282,14485,97286
4076,sample04076,b_cell,0.11268550678875908,11420,101344
4076,sample04076,cd4_t_cell,0.20684993684875277,20963,101344
4076,sample04076,cd8_t_cell,0.2874861856646669,29135,101344
4076,sample04076,monocyte,0.20638616987685507,20916,101344
4076,sample04076,nk_cell,0.18659220082096623,18910,101344
4077,sample04077,b_cell,0.08475304530904247,7890,93094
4077,sample04077,cd4_t_cell,0.28487335381442414,26520,93094
4077,sample04077,cd8_t_cell,0.26925473177648396,25066,93094
4077,sample04077,monocyte,0.23057339893011364,21465,93094
4077,sample04077,nk_cell,0.13054547016993576,12153,93094
4078,sample04078,b_cell,0.09699762098352757,9663,99621
4078,sample04078,cd4_t_cell,0.3057387498619769,30458,99621
4078,sample04078,cd8_t_cell,0.27773260657893417,27668,99621
4078,sample04078,monocyte,0.17563565914817156,17497,99621
4078,sample04078,nk_cell,0.14389536342738982,14335,99621
4079,sample04079,b_cell,0.09671729976410415,8774,90718
4079,sample04079,cd4_t_cell,0.30519852730439384,27687,90718
4079,sample04079,cd8_t_cell,0.2691968517824467,24421,90718
4079,sample04079,monocyte,0.18814347758989397,17068,90718
4079,sample04079,nk_cell,0.14074384355916136,12768,90718
4080,sample04080,b_cell,0.1526080116180564,13871,90893
4080,sample04080,cd4_t_cell,0.21372382911775384,19426,90893
4080,sample04080,cd8_t_cell,0.26043809754326513,23672,90893
4080,sample04080,monocyte,0.2016987006700186,18333,90893
4080,sample04080,nk_cell,0.17153136105090602,15591,90893
4081,sample04081,b_cell,0.11296538718566054,12340,109237
4081,sample04081,cd4_t_cell,0.316083378342503,34528,109237
4081,sample04081,cd8_t_cell,0.22784404551571355,24889,109237
4081,sample04081,monocyte,0.24023911312101212,26243,109237
4081,sample04081,nk_cell,0.10286807583511082,11237,109237
4082,sample04082,b_cell,0.10028063788232171,10577,105474
4082,sample04082,cd4_t_cell,0.3206287805525532,33818,105474
4082,sample04082,cd8_t_cell,0.2244629008096782,23675,105474
4082,sample04082,monocyte,0.2220736864061285,23423,105474
4082,sample04082,nk_cell,0.1325539943493183,13981,105474
4083,sample04083,b_cell,0.07203814767476158,7327,101710
4083,sample04083,cd4_t_cell,0.4157604955264969,42287,101710
4083,sample04083,cd8_t_cell,0.2225346573591584,22634,101710
4083,sample04083,monocyte,0.1633860977288369,16618,101710
4083,sample04083,nk_cell,0.12628060171074623,12844,101710
4084,sample04084,b_cell,0.12256381964993229,12219,99695
4084,sample04084,cd4_t_cell,0.28265208887105675,28179,99695
4084,sample04084,cd8_t_cell,0.2269421736295702,22625,99695
4084,sample04084,monocyte,0.24644164702342145,24569,99695
4084,sample04084,nk_cell,0.12140027082601935,12103,99695
4085,sample04085,b_cell,0.05502030985283011,5391,97982
4085,sample04085,cd4_t_cell,0.3702108550550101,36274,97982
4085,sample04085,cd8_t_cell,0.22756220530301485,22297,97982
4085,sample04085,monocyte,0.15546733073421648,15233,97982
4085,sample04085,nk_cell,0.19173929905492845,18787,97982
4086,sample04086,b_cell,0.08732976055853287,8881,101695
4086,sample04086,cd4_t_cell,0.289109592408673,29401,101695
4086,sample04086,cd8_t_cell,0.25502728747726044,25935,101695
4086,sample04086,monocyte,0.22861497615418655,23249,101695
4086,sample04086,nk_cell,0.13991838340134716,14229,101695
4087,sample04087,b_cell,0.06631092477011769,6959,104945
4087,sample04087,cd4_t_cell,0.25590547429605986,26856,104945
4087,sample04087,cd8_t_cell,0.324636714469484,34069,104945
4087,sample04087,monocyte,0.2216113202153509,23257,104945
4087,sample04087,nk_cell,0.13153556624898757,13804,104945
4088,sample04088,b_cell,0.09309482990105963,9014,96826
4088,sample04088,cd4_t_cell,0.30857414330861543,29878,96826
4088,sample04088,cd8_t_cell,0.2296697168116002,22238,96826
4088,sample04088,monocyte,0.20097907586805197,19460,96826
4088,sample04088,nk_cell,0.16768223411067276,16236,96826
4089,sample04089,b_cell,0.05247314525304832,5857,111619
4089,sample04089,cd4_t_cell,0.31929151846907783,35639,111619
4089,sample04089,cd8_t_cell,0.3029322964728227,33813,111619
4089,sample04089,monocyte,0.17115365663551904,19104,111619
4089,sample04089,nk_cell,0.15414938316953206,17206,111619
4090,sample04090,b_cell,0.0687872684519144,6933,100789
4090,sample04090,cd4_t_cell,0.33962039508279673,34230,100789
4090,sample04090,cd8_t_cell,0.2269196043219002,22871,100789
4090,sample04090,monocyte,0.26312395201857347,26520,100789
4090,sample04090,nk_cell,0.1015487801248152,10235,100789
4091,sample04091,b_cell,0.10180401212296146,10581,103935
4091,sample04091,cd4_t_cell,0.4098234473468995,42595,103935
4091,sample04091,cd8_t_cell,0.2330976090825997,24227,103935
4091,sample04091,monocyte,0.1518930100543609,15787,103935
4091,sample04091,nk_cell,0.10338192139317842,10745,103935
4092,sample04092,b_cell,0.07664929581773866,7516,98057
4092,sample04092,cd4_t_cell,0.34401419582487736,33733,98057
4092,sample04092,cd8_t_cell,0.20122989689670293,19732,98057
4092,sample04092,monocyte,0.23818799269812457,23356,98057
4092,sample04092,nk_cell,0.13991861876255648,13720,98057
4093,sample04093,b_cell,0.11511059950844663,11100,96429
4093,sample04093,cd4_t_cell,0.29534683549554597,28480,96429
4093,sample04093,cd8_t_cell,0.29934978066764145,28866,96429
4093,sample04093,monocyte,0.210310176399216,20280,96429
4093,sample04093,nk_cell,0.07988260792914995,7703,96429
4094,sample04094,b_cell,0.11050574566154761,10405,94158
4094,sample04094,cd4_t_cell,0.31299517831729645,29471,94158
4094,sample04094,cd8_t_cell,0.23679347479768048,22296,94158
4094,sample04094,monocyte,0.19024405786019244,17913,94158
4094,sample04094,nk_cell,0.149461543363283,14073,94158
4095,sample04095,b_cell,0.10976489405074275,10500,95659
4095,sample04095,cd4_t_cell,0.3312599964457082,31688,95659
4095,sample04095,cd8_t_cell,0.21971795649128675,21018,95659
4095,sample04095,monocyte,0.19881035762447863,19018,95659
4095,sample04095,nk_cell,0.14044679538778368,13435,95659
4096,sample04096,b_cell,0.08995408700187191,9659,107377
4096,sample04096,cd4_t_cell,0.2719297428685845,29199,107377
4096,sample04096,cd8_t_cell,0.2748726449798374,29515,107377
4096,sample04096,monocyte,0.222496437784628,23891,107377
4096,sample04096,nk_cell,0.14074708736507818,15113,107377
4097,sample04097,b_cell,0.17454511953567645,18946,108545
